,Play,Player,PlayerLine
35678,Hamlet,HORATIO,Exeunt
35679,Hamlet,HORATIO,SCENE VII. Another room in the castle.
35680,Hamlet,HORATIO,Enter KING CLAUDIUS and LAERTES
35681,Hamlet,KING CLAUDIUS,"Now must your conscience my acquaintance seal,"
35682,Hamlet,KING CLAUDIUS,"And you must put me in your heart for friend,"
35683,Hamlet,KING CLAUDIUS,"Sith you have heard, and with a knowing ear,"
35684,Hamlet,KING CLAUDIUS,That he which hath your noble father slain
35685,Hamlet,KING CLAUDIUS,Pursued my life.
35686,Hamlet,LAERTES,It well appears: but tell me
35687,Hamlet,LAERTES,"Why you proceeded not against these feats,"
35688,Hamlet,LAERTES,"So crimeful and so capital in nature,"
35689,Hamlet,LAERTES,"As by your safety, wisdom, all things else,"
35690,Hamlet,LAERTES,You mainly were stirr'd up.
35691,Hamlet,KING CLAUDIUS,"O, for two special reasons,"
35692,Hamlet,KING CLAUDIUS,"Which may to you, perhaps, seem much unsinew'd,"
35693,Hamlet,KING CLAUDIUS,But yet to me they are strong. The queen his mother
35694,Hamlet,KING CLAUDIUS,"Lives almost by his looks, and for myself--"
35695,Hamlet,KING CLAUDIUS,"My virtue or my plague, be it either which--"
35696,Hamlet,KING CLAUDIUS,"She's so conjunctive to my life and soul,"
35697,Hamlet,KING CLAUDIUS,"That, as the star moves not but in his sphere,"
35698,Hamlet,KING CLAUDIUS,"I could not but by her. The other motive,"
35699,Hamlet,KING CLAUDIUS,"Why to a public count I might not go,"
35700,Hamlet,KING CLAUDIUS,"Is the great love the general gender bear him,"
35701,Hamlet,KING CLAUDIUS,"Who, dipping all his faults in their affection,"
35702,Hamlet,KING CLAUDIUS,"Would, like the spring that turneth wood to stone,"
35703,Hamlet,KING CLAUDIUS,"Convert his gyves to graces, so that my arrows,"
35704,Hamlet,KING CLAUDIUS,"Too slightly timber'd for so loud a wind,"
35705,Hamlet,KING CLAUDIUS,"Would have reverted to my bow again,"
35706,Hamlet,KING CLAUDIUS,And not where I had aim'd them.
35707,Hamlet,LAERTES,"And so have I a noble father lost,"
35708,Hamlet,LAERTES,"A sister driven into desperate terms,"
35709,Hamlet,LAERTES,"Whose worth, if praises may go back again,"
35710,Hamlet,LAERTES,Stood challenger on mount of all the age
35711,Hamlet,LAERTES,For her perfections: but my revenge will come.
35712,Hamlet,KING CLAUDIUS,Break not your sleeps for that: you must not think
35713,Hamlet,KING CLAUDIUS,That we are made of stuff so flat and dull
35714,Hamlet,KING CLAUDIUS,That we can let our beard be shook with danger
35715,Hamlet,KING CLAUDIUS,And think it pastime. You shortly shall hear more:
35716,Hamlet,KING CLAUDIUS,"I loved your father, and we love ourself,"
35717,Hamlet,KING CLAUDIUS,"And that, I hope, will teach you to imagine--"
35718,Hamlet,KING CLAUDIUS,Enter a Messenger
35719,Hamlet,KING CLAUDIUS,How now! what news?
35720,Hamlet,Messenger,"Letters, my lord, from Hamlet:"
35721,Hamlet,Messenger,"This to your majesty, this to the queen."
35722,Hamlet,KING CLAUDIUS,From Hamlet! who brought them?
35723,Hamlet,Messenger,"Sailors, my lord, they say, I saw them not:"
35724,Hamlet,Messenger,"They were given me by Claudio, he received them"
35725,Hamlet,Messenger,Of him that brought them.
35726,Hamlet,KING CLAUDIUS,"Laertes, you shall hear them. Leave us."
35727,Hamlet,KING CLAUDIUS,Exit Messenger
35728,Hamlet,KING CLAUDIUS,Reads
35729,Hamlet,KING CLAUDIUS,"'High and mighty, You shall know I am set naked on"
35730,Hamlet,KING CLAUDIUS,your kingdom. To-morrow shall I beg leave to see
35731,Hamlet,KING CLAUDIUS,"your kingly eyes: when I shall, first asking your"
35732,Hamlet,KING CLAUDIUS,"pardon thereunto, recount the occasion of my sudden"
35733,Hamlet,KING CLAUDIUS,and more strange return.                  'HAMLET.'
35734,Hamlet,KING CLAUDIUS,What should this mean? Are all the rest come back?
35735,Hamlet,KING CLAUDIUS,"Or is it some abuse, and no such thing?"
35736,Hamlet,LAERTES,Know you the hand?
35737,Hamlet,KING CLAUDIUS,'Tis Hamlets character. 'Naked!
35738,Hamlet,KING CLAUDIUS,"And in a postscript here, he says 'alone.'"
35739,Hamlet,KING CLAUDIUS,Can you advise me?
35740,Hamlet,LAERTES,"I'm lost in it, my lord. But let him come,"
35741,Hamlet,LAERTES,"It warms the very sickness in my heart,"
35742,Hamlet,LAERTES,"That I shall live and tell him to his teeth,"
35743,Hamlet,LAERTES,'Thus didest thou.'
35744,Hamlet,KING CLAUDIUS,"If it be so, Laertes--"
35745,Hamlet,KING CLAUDIUS,As how should it be so? how otherwise?--
35746,Hamlet,KING CLAUDIUS,Will you be ruled by me?
35747,Hamlet,LAERTES,"Ay, my lord,"
35748,Hamlet,LAERTES,So you will not o'errule me to a peace.
35749,Hamlet,KING CLAUDIUS,"To thine own peace. If he be now return'd,"
35750,Hamlet,KING CLAUDIUS,"As checking at his voyage, and that he means"
35751,Hamlet,KING CLAUDIUS,"No more to undertake it, I will work him"
35752,Hamlet,KING CLAUDIUS,"To an exploit, now ripe in my device,"
35753,Hamlet,KING CLAUDIUS,Under the which he shall not choose but fall:
35754,Hamlet,KING CLAUDIUS,"And for his death no wind of blame shall breathe,"
35755,Hamlet,KING CLAUDIUS,But even his mother shall uncharge the practise
35756,Hamlet,KING CLAUDIUS,And call it accident.
35757,Hamlet,LAERTES,"My lord, I will be ruled,"
35758,Hamlet,LAERTES,"The rather, if you could devise it so"
35759,Hamlet,LAERTES,That I might be the organ.
35760,Hamlet,KING CLAUDIUS,It falls right.
35761,Hamlet,KING CLAUDIUS,"You have been talk'd of since your travel much,"
35762,Hamlet,KING CLAUDIUS,"And that in Hamlet's hearing, for a quality"
35763,Hamlet,KING CLAUDIUS,"Wherein, they say, you shine: your sum of parts"
35764,Hamlet,KING CLAUDIUS,Did not together pluck such envy from him
35765,Hamlet,KING CLAUDIUS,"As did that one, and that, in my regard,"
35766,Hamlet,KING CLAUDIUS,Of the unworthiest siege.
35767,Hamlet,LAERTES,"What part is that, my lord?"
35768,Hamlet,KING CLAUDIUS,"A very riband in the cap of youth,"
35769,Hamlet,KING CLAUDIUS,"Yet needful too, for youth no less becomes"
35770,Hamlet,KING CLAUDIUS,The light and careless livery that it wears
35771,Hamlet,KING CLAUDIUS,"Than settled age his sables and his weeds,"
35772,Hamlet,KING CLAUDIUS,"Importing health and graveness. Two months since,"
35773,Hamlet,KING CLAUDIUS,Here was a gentleman of Normandy:--
35774,Hamlet,KING CLAUDIUS,"I've seen myself, and served against, the French,"
35775,Hamlet,KING CLAUDIUS,And they can well on horseback: but this gallant
35776,Hamlet,KING CLAUDIUS,"Had witchcraft in't, he grew unto his seat,"
35777,Hamlet,KING CLAUDIUS,"And to such wondrous doing brought his horse,"
35778,Hamlet,KING CLAUDIUS,As he had been incorpsed and demi-natured
35779,Hamlet,KING CLAUDIUS,"With the brave beast: so far he topp'd my thought,"
35780,Hamlet,KING CLAUDIUS,"That I, in forgery of shapes and tricks,"
35781,Hamlet,KING CLAUDIUS,Come short of what he did.
35782,Hamlet,LAERTES,A Norman was't?
35783,Hamlet,KING CLAUDIUS,A Norman.
35784,Hamlet,LAERTES,"Upon my life, Lamond."
35785,Hamlet,KING CLAUDIUS,The very same.
35786,Hamlet,LAERTES,I know him well: he is the brooch indeed
35787,Hamlet,LAERTES,And gem of all the nation.
35788,Hamlet,KING CLAUDIUS,"He made confession of you,"
35789,Hamlet,KING CLAUDIUS,And gave you such a masterly report
35790,Hamlet,KING CLAUDIUS,For art and exercise in your defence
35791,Hamlet,KING CLAUDIUS,"And for your rapier most especially,"
35792,Hamlet,KING CLAUDIUS,"That he cried out, 'twould be a sight indeed,"
35793,Hamlet,KING CLAUDIUS,"If one could match you: the scrimers of their nation,"
35794,Hamlet,KING CLAUDIUS,"He swore, had had neither motion, guard, nor eye,"
35795,Hamlet,KING CLAUDIUS,"If you opposed them. Sir, this report of his"
35796,Hamlet,KING CLAUDIUS,Did Hamlet so envenom with his envy
35797,Hamlet,KING CLAUDIUS,That he could nothing do but wish and beg
35798,Hamlet,KING CLAUDIUS,"Your sudden coming o'er, to play with him."
35799,Hamlet,KING CLAUDIUS,"Now, out of this,--"
35800,Hamlet,LAERTES,"What out of this, my lord?"
35801,Hamlet,KING CLAUDIUS,"Laertes, was your father dear to you?"
35802,Hamlet,KING CLAUDIUS,"Or are you like the painting of a sorrow,"
35803,Hamlet,KING CLAUDIUS,A face without a heart?
35804,Hamlet,LAERTES,Why ask you this?
35805,Hamlet,KING CLAUDIUS,"Not that I think you did not love your father,"
35806,Hamlet,KING CLAUDIUS,"But that I know love is begun by time,"
35807,Hamlet,KING CLAUDIUS,"And that I see, in passages of proof,"
35808,Hamlet,KING CLAUDIUS,Time qualifies the spark and fire of it.
35809,Hamlet,KING CLAUDIUS,There lives within the very flame of love
35810,Hamlet,KING CLAUDIUS,"A kind of wick or snuff that will abate it,"
35811,Hamlet,KING CLAUDIUS,"And nothing is at a like goodness still,"
35812,Hamlet,KING CLAUDIUS,"For goodness, growing to a plurisy,"
35813,Hamlet,KING CLAUDIUS,Dies in his own too much: that we would do
35814,Hamlet,KING CLAUDIUS,"We should do when we would, for this 'would' changes"
35815,Hamlet,KING CLAUDIUS,And hath abatements and delays as many
35816,Hamlet,KING CLAUDIUS,"As there are tongues, are hands, are accidents,"
35817,Hamlet,KING CLAUDIUS,"And then this 'should' is like a spendthrift sigh,"
35818,Hamlet,KING CLAUDIUS,"That hurts by easing. But, to the quick o' the ulcer:--"
35819,Hamlet,KING CLAUDIUS,"Hamlet comes back: what would you undertake,"
35820,Hamlet,KING CLAUDIUS,To show yourself your father's son in deed
35821,Hamlet,KING CLAUDIUS,More than in words?
35822,Hamlet,LAERTES,To cut his throat i' the church.
35823,Hamlet,KING CLAUDIUS,"No place, indeed, should murder sanctuarize,"
35824,Hamlet,KING CLAUDIUS,"Revenge should have no bounds. But, good Laertes,"
35825,Hamlet,KING CLAUDIUS,"Will you do this, keep close within your chamber."
35826,Hamlet,KING CLAUDIUS,Hamlet return'd shall know you are come home:
35827,Hamlet,KING CLAUDIUS,We'll put on those shall praise your excellence
35828,Hamlet,KING CLAUDIUS,And set a double varnish on the fame
35829,Hamlet,KING CLAUDIUS,"The Frenchman gave you, bring you in fine together"
35830,Hamlet,KING CLAUDIUS,"And wager on your heads: he, being remiss,"
35831,Hamlet,KING CLAUDIUS,"Most generous and free from all contriving,"
35832,Hamlet,KING CLAUDIUS,"Will not peruse the foils, so that, with ease,"
35833,Hamlet,KING CLAUDIUS,"Or with a little shuffling, you may choose"
35834,Hamlet,KING CLAUDIUS,"A sword unbated, and in a pass of practise"
35835,Hamlet,KING CLAUDIUS,Requite him for your father.
35836,Hamlet,LAERTES,I will do't:
35837,Hamlet,LAERTES,"And, for that purpose, I'll anoint my sword."
35838,Hamlet,LAERTES,"I bought an unction of a mountebank,"
35839,Hamlet,LAERTES,"So mortal that, but dip a knife in it,"
35840,Hamlet,LAERTES,"Where it draws blood no cataplasm so rare,"
35841,Hamlet,LAERTES,Collected from all simples that have virtue
35842,Hamlet,LAERTES,"Under the moon, can save the thing from death"
35843,Hamlet,LAERTES,That is but scratch'd withal: I'll touch my point
35844,Hamlet,LAERTES,"With this contagion, that, if I gall him slightly,"
35845,Hamlet,LAERTES,It may be death.
35846,Hamlet,KING CLAUDIUS,"Let's further think of this,"
35847,Hamlet,KING CLAUDIUS,Weigh what convenience both of time and means
35848,Hamlet,KING CLAUDIUS,"May fit us to our shape: if this should fail,"
35849,Hamlet,KING CLAUDIUS,"And that our drift look through our bad performance,"
35850,Hamlet,KING CLAUDIUS,'Twere better not assay'd: therefore this project
35851,Hamlet,KING CLAUDIUS,"Should have a back or second, that might hold,"
35852,Hamlet,KING CLAUDIUS,If this should blast in proof. Soft! let me see:
35853,Hamlet,KING CLAUDIUS,We'll make a solemn wager on your cunnings: I ha't.
35854,Hamlet,KING CLAUDIUS,When in your motion you are hot and dry--
35855,Hamlet,KING CLAUDIUS,As make your bouts more violent to that end--
35856,Hamlet,KING CLAUDIUS,"And that he calls for drink, I'll have prepared him"
35857,Hamlet,KING CLAUDIUS,"A chalice for the nonce, whereon but sipping,"
35858,Hamlet,KING CLAUDIUS,"If he by chance escape your venom'd stuck,"
35859,Hamlet,KING CLAUDIUS,Our purpose may hold there.
35860,Hamlet,KING CLAUDIUS,Enter QUEEN GERTRUDE
35861,Hamlet,KING CLAUDIUS,"How now, sweet queen!"
35862,Hamlet,QUEEN GERTRUDE,"One woe doth tread upon another's heel,"
35863,Hamlet,QUEEN GERTRUDE,"So fast they follow, your sister's drown'd, Laertes."
35864,Hamlet,LAERTES,"Drown'd! O, where?"
35865,Hamlet,QUEEN GERTRUDE,"There is a willow grows aslant a brook,"
35866,Hamlet,QUEEN GERTRUDE,"That shows his hoar leaves in the glassy stream,"
35867,Hamlet,QUEEN GERTRUDE,There with fantastic garlands did she come
35868,Hamlet,QUEEN GERTRUDE,"Of crow-flowers, nettles, daisies, and long purples"
35869,Hamlet,QUEEN GERTRUDE,"That liberal shepherds give a grosser name,"
35870,Hamlet,QUEEN GERTRUDE,But our cold maids do dead men's fingers call them:
35871,Hamlet,QUEEN GERTRUDE,"There, on the pendent boughs her coronet weeds"
35872,Hamlet,QUEEN GERTRUDE,"Clambering to hang, an envious sliver broke,"
35873,Hamlet,QUEEN GERTRUDE,When down her weedy trophies and herself
35874,Hamlet,QUEEN GERTRUDE,"Fell in the weeping brook. Her clothes spread wide,"
35875,Hamlet,QUEEN GERTRUDE,"And, mermaid-like, awhile they bore her up:"
35876,Hamlet,QUEEN GERTRUDE,"Which time she chanted snatches of old tunes,"
35877,Hamlet,QUEEN GERTRUDE,"As one incapable of her own distress,"
35878,Hamlet,QUEEN GERTRUDE,Or like a creature native and indued
35879,Hamlet,QUEEN GERTRUDE,Unto that element: but long it could not be
35880,Hamlet,QUEEN GERTRUDE,"Till that her garments, heavy with their drink,"
35881,Hamlet,QUEEN GERTRUDE,Pull'd the poor wretch from her melodious lay
35882,Hamlet,QUEEN GERTRUDE,To muddy death.
35883,Hamlet,LAERTES,"Alas, then, she is drown'd?"
35884,Hamlet,QUEEN GERTRUDE,"Drown'd, drown'd."
35885,Hamlet,LAERTES,"Too much of water hast thou, poor Ophelia,"
35886,Hamlet,LAERTES,And therefore I forbid my tears: but yet
35887,Hamlet,LAERTES,"It is our trick, nature her custom holds,"
35888,Hamlet,LAERTES,"Let shame say what it will: when these are gone,"
35889,Hamlet,LAERTES,"The woman will be out. Adieu, my lord:"
35890,Hamlet,LAERTES,"I have a speech of fire, that fain would blaze,"
35891,Hamlet,LAERTES,But that this folly douts it.
35892,Hamlet,LAERTES,Exit
35893,Hamlet,KING CLAUDIUS,"Let's follow, Gertrude:"
35894,Hamlet,KING CLAUDIUS,How much I had to do to calm his rage!
35895,Hamlet,KING CLAUDIUS,"Now fear I this will give it start again,"
35896,Hamlet,KING CLAUDIUS,Therefore let's follow.
35897,Hamlet,KING CLAUDIUS,Exeunt
35898,Hamlet,KING CLAUDIUS,ACT V
35899,Hamlet,KING CLAUDIUS,SCENE I. A churchyard.
35900,Hamlet,KING CLAUDIUS,"Enter two Clowns, with spades,  and c"
35901,Hamlet,First Clown,Is she to be buried in Christian burial that
35902,Hamlet,First Clown,wilfully seeks her own salvation?
35903,Hamlet,Second Clown,I tell thee she is: and therefore make her grave
35904,Hamlet,Second Clown,"straight: the crowner hath sat on her, and finds it"
35905,Hamlet,Second Clown,Christian burial.
35906,Hamlet,First Clown,"How can that be, unless she drowned herself in her"
35907,Hamlet,First Clown,own defence?
35908,Hamlet,Second Clown,"Why, 'tis found so."
35909,Hamlet,First Clown,"It must be 'se offendendo,' it cannot be else. For"
35910,Hamlet,First Clown,"here lies the point:  if I drown myself wittingly,"
35911,Hamlet,First Clown,it argues an act: and an act hath three branches: it
35912,Hamlet,First Clown,"is, to act, to do, to perform: argal, she drowned"
35913,Hamlet,First Clown,herself wittingly.
35914,Hamlet,Second Clown,"Nay, but hear you, goodman delver,--"
35915,Hamlet,First Clown,"Give me leave. Here lies the water, good: here"
35916,Hamlet,First Clown,"stands the man, good, if the man go to this water,"
35917,Hamlet,First Clown,"and drown himself, it is, will he, nill he, he"
35918,Hamlet,First Clown,"goes,--mark you that, but if the water come to him"
35919,Hamlet,First Clown,"and drown him, he drowns not himself: argal, he"
35920,Hamlet,First Clown,that is not guilty of his own death shortens not his own life.
35921,Hamlet,Second Clown,But is this law?
35922,Hamlet,First Clown,"Ay, marry, is't, crowner's quest law."
35923,Hamlet,Second Clown,Will you ha' the truth on't? If this had not been
35924,Hamlet,Second Clown,"a gentlewoman, she should have been buried out o'"
35925,Hamlet,Second Clown,Christian burial.
35926,Hamlet,First Clown,"Why, there thou say'st: and the more pity that"
35927,Hamlet,First Clown,great folk should have countenance in this world to
35928,Hamlet,First Clown,"drown or hang themselves, more than their even"
35929,Hamlet,First Clown,"Christian. Come, my spade. There is no ancient"
35930,Hamlet,First Clown,"gentleman but gardeners, ditchers, and grave-makers:"
35931,Hamlet,First Clown,they hold up Adam's profession.
35932,Hamlet,Second Clown,Was he a gentleman?
35933,Hamlet,First Clown,He was the first that ever bore arms.
35934,Hamlet,Second Clown,"Why, he had none."
35935,Hamlet,First Clown,"What, art a heathen? How dost thou understand the"
35936,Hamlet,First Clown,Scripture? The Scripture says 'Adam digged:'
35937,Hamlet,First Clown,could he dig without arms? I'll put another
35938,Hamlet,First Clown,question to thee: if thou answerest me not to the
35939,Hamlet,First Clown,"purpose, confess thyself--"
35940,Hamlet,Second Clown,Go to.
35941,Hamlet,First Clown,What is he that builds stronger than either the
35942,Hamlet,First Clown,"mason, the shipwright, or the carpenter?"
35943,Hamlet,Second Clown,"The gallows-maker, for that frame outlives a"
35944,Hamlet,Second Clown,thousand tenants.
35945,Hamlet,First Clown,"I like thy wit well, in good faith: the gallows"
35946,Hamlet,First Clown,"does well, but how does it well? it does well to"
35947,Hamlet,First Clown,those that do in: now thou dost ill to say the
35948,Hamlet,First Clown,"gallows is built stronger than the church: argal,"
35949,Hamlet,First Clown,"the gallows may do well to thee. To't again, come."
35950,Hamlet,Second Clown,"'Who builds stronger than a mason, a shipwright, or"
35951,Hamlet,Second Clown,a carpenter?'
35952,Hamlet,First Clown,"Ay, tell me that, and unyoke."
35953,Hamlet,Second Clown,"Marry, now I can tell."
35954,Hamlet,First Clown,To't.
35955,Hamlet,Second Clown,"Mass, I cannot tell."
35956,Hamlet,Second Clown,"Enter HAMLET and HORATIO, at a distance"
35957,Hamlet,First Clown,"Cudgel thy brains no more about it, for your dull"
35958,Hamlet,First Clown,"ass will not mend his pace with beating, and, when"
35959,Hamlet,First Clown,"you are asked this question next, say 'a"
35960,Hamlet,First Clown,grave-maker: 'the houses that he makes last till
35961,Hamlet,First Clown,"doomsday. Go, get thee to Yaughan: fetch me a"
35962,Hamlet,First Clown,stoup of liquor.
35963,Hamlet,First Clown,Exit Second Clown
35964,Hamlet,First Clown,He digs and sings
35965,Hamlet,First Clown,"In youth, when I did love, did love,"
35966,Hamlet,First Clown,"Methought it was very sweet,"
35967,Hamlet,First Clown,"To contract, O, the time, for, ah, my behove,"
35968,Hamlet,First Clown,"O, methought, there was nothing meet."
35969,Hamlet,HAMLET,"Has this fellow no feeling of his business, that he"
35970,Hamlet,HAMLET,sings at grave-making?
35971,Hamlet,HORATIO,Custom hath made it in him a property of easiness.
35972,Hamlet,HAMLET,'Tis e'en so: the hand of little employment hath
35973,Hamlet,HAMLET,the daintier sense.
35974,Hamlet,First Clown,[Sings]
35975,Hamlet,First Clown,"But age, with his stealing steps,"
35976,Hamlet,First Clown,"Hath claw'd me in his clutch,"
35977,Hamlet,First Clown,"And hath shipped me intil the land,"
35978,Hamlet,First Clown,As if I had never been such.
35979,Hamlet,First Clown,Throws up a skull
35980,Hamlet,HAMLET,"That skull had a tongue in it, and could sing once:"
35981,Hamlet,HAMLET,"how the knave jowls it to the ground, as if it were"
35982,Hamlet,HAMLET,"Cain's jaw-bone, that did the first murder! It"
35983,Hamlet,HAMLET,"might be the pate of a politician, which this ass"
35984,Hamlet,HAMLET,"now o'er-reaches, one that would circumvent God,"
35985,Hamlet,HAMLET,might it not?
35986,Hamlet,HORATIO,"It might, my lord."
35987,Hamlet,HAMLET,"Or of a courtier, which could say 'Good morrow,"
35988,Hamlet,HAMLET,"sweet lord! How dost thou, good lord?' This might"
35989,Hamlet,HAMLET,"be my lord such-a-one, that praised my lord"
35990,Hamlet,HAMLET,"such-a-one's horse, when he meant to beg it, might it not?"
35991,Hamlet,HORATIO,"Ay, my lord."
35992,Hamlet,HAMLET,"Why, e'en so: and now my Lady Worm's, chapless, and"
35993,Hamlet,HAMLET,knocked about the mazzard with a sexton's spade:
35994,Hamlet,HAMLET,"here's fine revolution, an we had the trick to"
35995,Hamlet,HAMLET,"see't. Did these bones cost no more the breeding,"
35996,Hamlet,HAMLET,but to play at loggats with 'em? mine ache to think on't.
35997,Hamlet,First Clown,[Sings]
35998,Hamlet,First Clown,"A pick-axe, and a spade, a spade,"
35999,Hamlet,First Clown,For and a shrouding sheet:
36000,Hamlet,First Clown,"O, a pit of clay for to be made"
36001,Hamlet,First Clown,For such a guest is meet.
36002,Hamlet,First Clown,Throws up another skull
36003,Hamlet,HAMLET,There's another: why may not that be the skull of a
36004,Hamlet,HAMLET,"lawyer? Where be his quiddities now, his quillets,"
36005,Hamlet,HAMLET,"his cases, his tenures, and his tricks? why does he"
36006,Hamlet,HAMLET,suffer this rude knave now to knock him about the
36007,Hamlet,HAMLET,"sconce with a dirty shovel, and will not tell him of"
36008,Hamlet,HAMLET,his action of battery? Hum! This fellow might be
36009,Hamlet,HAMLET,"in's time a great buyer of land, with his statutes,"
36010,Hamlet,HAMLET,"his recognizances, his fines, his double vouchers,"
36011,Hamlet,HAMLET,"his recoveries: is this the fine of his fines, and"
36012,Hamlet,HAMLET,"the recovery of his recoveries, to have his fine"
36013,Hamlet,HAMLET,pate full of fine dirt? will his vouchers vouch him
36014,Hamlet,HAMLET,"no more of his purchases, and double ones too, than"
36015,Hamlet,HAMLET,the length and breadth of a pair of indentures? The
36016,Hamlet,HAMLET,very conveyances of his lands will hardly lie in
36017,Hamlet,HAMLET,"this box, and must the inheritor himself have no more, ha?"
36018,Hamlet,HORATIO,"Not a jot more, my lord."
36019,Hamlet,HAMLET,Is not parchment made of sheepskins?
36020,Hamlet,HORATIO,"Ay, my lord, and of calf-skins too."
36021,Hamlet,HAMLET,They are sheep and calves which seek out assurance
36022,Hamlet,HAMLET,in that. I will speak to this fellow. Whose
36023,Hamlet,HAMLET,"grave's this, sirrah?"
36024,Hamlet,First Clown,"Mine, sir."
36025,Hamlet,First Clown,Sings
36026,Hamlet,First Clown,"O, a pit of clay for to be made"
36027,Hamlet,First Clown,For such a guest is meet.
36028,Hamlet,HAMLET,"I think it be thine, indeed, for thou liest in't."
36029,Hamlet,First Clown,"You lie out on't, sir, and therefore it is not"
36030,Hamlet,First Clown,"yours: for my part, I do not lie in't, and yet it is mine."
36031,Hamlet,HAMLET,"'Thou dost lie in't, to be in't and say it is thine:"
36032,Hamlet,HAMLET,"'tis for the dead, not for the quick, therefore thou liest."
36033,Hamlet,First Clown,"'Tis a quick lie, sir, 'twill away gain, from me to"
36034,Hamlet,First Clown,you.
36035,Hamlet,HAMLET,What man dost thou dig it for?
36036,Hamlet,First Clown,"For no man, sir."
36037,Hamlet,HAMLET,"What woman, then?"
36038,Hamlet,First Clown,"For none, neither."
36039,Hamlet,HAMLET,Who is to be buried in't?
36040,Hamlet,First Clown,"One that was a woman, sir, but, rest her soul, she's dead."
36041,Hamlet,HAMLET,How absolute the knave is! we must speak by the
36042,Hamlet,HAMLET,"card, or equivocation will undo us. By the Lord,"
36043,Hamlet,HAMLET,"Horatio, these three years I have taken a note of"
36044,Hamlet,HAMLET,"it, the age is grown so picked that the toe of the"
36045,Hamlet,HAMLET,"peasant comes so near the heel of the courtier, he"
36046,Hamlet,HAMLET,gaffs his kibe. How long hast thou been a
36047,Hamlet,HAMLET,grave-maker?
36048,Hamlet,First Clown,"Of all the days i' the year, I came to't that day"
36049,Hamlet,First Clown,that our last king Hamlet overcame Fortinbras.
36050,Hamlet,HAMLET,How long is that since?
36051,Hamlet,First Clown,Cannot you tell that? every fool can tell that: it
36052,Hamlet,First Clown,"was the very day that young Hamlet was born, he that"
36053,Hamlet,First Clown,"is mad, and sent into England."
36054,Hamlet,HAMLET,"Ay, marry, why was he sent into England?"
36055,Hamlet,First Clown,"Why, because he was mad: he shall recover his wits"
36056,Hamlet,First Clown,"there, or, if he do not, it's no great matter there."
36057,Hamlet,HAMLET,Why?
36058,Hamlet,First Clown,"'Twill, a not be seen in him there, there the men"
36059,Hamlet,First Clown,are as mad as he.
36060,Hamlet,HAMLET,How came he mad?
36061,Hamlet,First Clown,"Very strangely, they say."
36062,Hamlet,HAMLET,How strangely?
36063,Hamlet,First Clown,"Faith, e'en with losing his wits."
36064,Hamlet,HAMLET,Upon what ground?
36065,Hamlet,First Clown,"Why, here in Denmark: I have been sexton here, man"
36066,Hamlet,First Clown,"and boy, thirty years."
36067,Hamlet,HAMLET,How long will a man lie i' the earth ere he rot?
36068,Hamlet,First Clown,"I' faith, if he be not rotten before he die--as we"
36069,Hamlet,First Clown,"have many pocky corses now-a-days, that will scarce"
36070,Hamlet,First Clown,hold the laying in--he will last you some eight year
36071,Hamlet,First Clown,or nine year: a tanner will last you nine year.
36072,Hamlet,HAMLET,Why he more than another?
36073,Hamlet,First Clown,"Why, sir, his hide is so tanned with his trade, that"
36074,Hamlet,First Clown,"he will keep out water a great while, and your water"
36075,Hamlet,First Clown,is a sore decayer of your whoreson dead body.
36076,Hamlet,First Clown,"Here's a skull now, this skull has lain in the earth"
36077,Hamlet,First Clown,three and twenty years.
36078,Hamlet,HAMLET,Whose was it?
36079,Hamlet,First Clown,A whoreson mad fellow's it was: whose do you think it was?
36080,Hamlet,HAMLET,"Nay, I know not."
36081,Hamlet,First Clown,A pestilence on him for a mad rogue! a' poured a
36082,Hamlet,First Clown,"flagon of Rhenish on my head once. This same skull,"
36083,Hamlet,First Clown,"sir, was Yorick's skull, the king's jester."
36084,Hamlet,HAMLET,This?
36085,Hamlet,First Clown,E'en that.
36086,Hamlet,HAMLET,Let me see.
36087,Hamlet,HAMLET,Takes the skull
36088,Hamlet,HAMLET,"Alas, poor Yorick! I knew him, Horatio: a fellow"
36089,Hamlet,HAMLET,"of infinite jest, of most excellent fancy: he hath"
36090,Hamlet,HAMLET,"borne me on his back a thousand times, and now, how"
36091,Hamlet,HAMLET,abhorred in my imagination it is! my gorge rims at
36092,Hamlet,HAMLET,it. Here hung those lips that I have kissed I know
36093,Hamlet,HAMLET,not how oft. Where be your gibes now? your
36094,Hamlet,HAMLET,"gambols? your songs? your flashes of merriment,"
36095,Hamlet,HAMLET,that were wont to set the table on a roar? Not one
36096,Hamlet,HAMLET,"now, to mock your own grinning? quite chap-fallen?"
36097,Hamlet,HAMLET,"Now get you to my lady's chamber, and tell her, let"
36098,Hamlet,HAMLET,"her paint an inch thick, to this favour she must"
36099,Hamlet,HAMLET,"come, make her laugh at that. Prithee, Horatio, tell"
36100,Hamlet,HAMLET,me one thing.
36101,Hamlet,HORATIO,"What's that, my lord?"
36102,Hamlet,HAMLET,Dost thou think Alexander looked o' this fashion i'
36103,Hamlet,HAMLET,the earth?
36104,Hamlet,HORATIO,E'en so.
36105,Hamlet,HAMLET,And smelt so? pah!
36106,Hamlet,HAMLET,Puts down the skull
36107,Hamlet,HORATIO,"E'en so, my lord."
36108,Hamlet,HAMLET,"To what base uses we may return, Horatio! Why may"
36109,Hamlet,HAMLET,"not imagination trace the noble dust of Alexander,"
